"nm_code","ncomb","cuci_code","cuci","sector"
"54079400","-- Estampados","65319","OTROS TEJIDOS DE FILAMENTOS SINTETICOS CONTINUOS, N.E.P.","Manufacturas de consumo"
"54080000","Tejidos de hilados de filamentos artificiales, incluidos los fabricados con productos de la partida 5405",,,
"54081000","- Tejidos fabricados con hilados de alta tenacidad de rayón viscosa","65351","TEJIDOS OBTENIDOS DE HILADOS DE GRAN RESISTENCIA DE RAYON A LA VISCOSA","Manufacturas de consumo"
"54082100","-- Crudos o blanqueados","65352","OTROS TEJIDOS CON CONT.EN PESO DE FILAMENTOS CONTINUOS ART.>=85% O TIRAS SIMIL.","Manufacturas de consumo"
"54082200","-- Teñidos",,,
"54082210","--- De anchura superior a 135 cm pero inferior o igual a 155 cm, de ligamento tafetán, sarga, cruzado o satén","65352","OTROS TEJIDOS CON CONT.EN PESO DE FILAMENTOS CONTINUOS ART.>=85% O TIRAS SIMIL.","Manufacturas de consumo"
"54082290","--- Los demás","65352","OTROS TEJIDOS CON CONT.EN PESO DE FILAMENTOS CONTINUOS ART.>=85% O TIRAS SIMIL.","Manufacturas de consumo"
"54082300","-- Con hilados de distintos colores","65352","OTROS TEJIDOS CON CONT.EN PESO DE FILAMENTOS CONTINUOS ART.>=85% O TIRAS SIMIL.","Manufacturas de consumo"
"54082400","-- Estampados","65352","OTROS TEJIDOS CON CONT.EN PESO DE FILAMENTOS CONTINUOS ART.>=85% O TIRAS SIMIL.","Manufacturas de consumo"
"54083100","-- Crudos o blanqueados","65359","TEJIDOS DE FILAMENTOS CONTINUOS ARTIFICIALES, N.E.P.","Manufacturas de consumo"
"54083200","-- Teñidos","65359","TEJIDOS DE FILAMENTOS CONTINUOS ARTIFICIALES, N.E.P.","Manufacturas de consumo"
"54083300","-- Con hilados de distintos colores","65359","TEJIDOS DE FILAMENTOS CONTINUOS ARTIFICIALES, N.E.P.","Manufacturas de consumo"
"54083400","-- Estampados","65359","TEJIDOS DE FILAMENTOS CONTINUOS ARTIFICIALES, N.E.P.","Manufacturas de consumo"
"55000000","CAPÍTULO 55 - FIBRAS SINTÉTICAS O ARTIFICIALES DISCONTINUAS",,,
"55010000","Cables de filamentos sintéticos",,,
"55011100","-- De aramidas","26661","ESTOPAS DE FILAMENTOS SINTETICOS DE NILON U OTRAS POLIAMIDAS","Manufacturas de consumo"
"55011900","-- Los demás","26661","ESTOPAS DE FILAMENTOS SINTETICOS DE NILON U OTRAS POLIAMIDAS","Manufacturas de consumo"
"55012000","- De poliésteres","26662","ESTOPAS DE FILAMENTOS SINTETICOS DE POLIESTERES","Manufacturas de consumo"
"55013000","- Acrílicos o modacrílicos","26663","ESTOPAS DE FILAMENTOS SINTETICOS ACRILICAS MODACRILICAS","Manufacturas de consumo"
"55014000","- De polipropileno","26669","ESTOPAS DE FILAMENTOS SINTETICOS, N.E.P.","Manufacturas de consumo"
"55019000","- Los demás","26669","ESTOPAS DE FILAMENTOS SINTETICOS, N.E.P.","Manufacturas de consumo"
"55020000","Cables de filamentos artificiales",,,
"55021000","- De acetato de celulosa","26712","ESTOPAS DE FILAMENTOS ARTIFICIALES, MANUFACTURADAS, ADECUADAS PARA EL HILADO","Manufacturas de consumo"
"55029000","- Los demás","26712","ESTOPAS DE FILAMENTOS ARTIFICIALES, MANUFACTURADAS, ADECUADAS PARA EL HILADO","Manufacturas de consumo"
"55030000","Fibras sintéticas discontinuas, sin cardar, peinar ni transformar de otro modo para la hilatura",,,
"55031100","-- De aramidas","26651","FIBRAS DE NILON Y OTRAS POLIAMIDAS,SIN CARDAR NI PREPARAR OTRA FORMA PARA HILADO","Manufacturas de consumo"
"55031900","-- Las demás","26651","FIBRAS DE NILON Y OTRAS POLIAMIDAS,SIN CARDAR NI PREPARAR OTRA FORMA PARA HILADO","Manufacturas de consumo"
"55032000","- De poliésteres","26652","FIBRAS DE POLIESTERES,SIN CARDAR,PEINAR, NI PREPARAR DE OTRA FORMA PARA HILADO","Manufacturas de consumo"
"55033000","- Acrílicas o modacrílicas","26653","FIBRAS ACRILICAS O MODACRILICAS,SIN CARDAR,NI PREPARAR DE OTRA FORMA PARA HILADO","Manufacturas de consumo"
"55034000","- De polipropileno","26659","FIBRAS SINTETICAS DISCONTINUAS, NO PREPARADAS PARA EL HILADO, N.E.P.","Manufacturas de consumo"
"55039000","- Las demás","26659","FIBRAS SINTETICAS DISCONTINUAS, NO PREPARADAS PARA EL HILADO, N.E.P.","Manufacturas de consumo"
"55040000","Fibras artificiales discontinuas, sin cardar, peinar ni transformar de otro modo para la hilatura",,,
"55041000","- De rayón viscosa","26711","FIBRAS ARTIFICIALES DISCONTINUAS,NO PREPARADAS DE NINGUNA FORMA PARA EL HILADO","Manufacturas de consumo"
"55049000","- Las demás","26711","FIBRAS ARTIFICIALES DISCONTINUAS,NO PREPARADAS DE NINGUNA FORMA PARA EL HILADO","Manufacturas de consumo"
"55050000","Desperdicios de fibras sintéticas o artificiales (incluidas las borras, los desperdicios de hilados y las hilachas)",,,
"55051000","- De fibras sintéticas",,,
"55051010","-- De nailon o demás poliamidas","26721","DESPERDICIOS, DE FIBRAS SINTETICAS, MANUFACTURADAS","Manufacturas de consumo"
"55051030","-- De poliésteres","26721","DESPERDICIOS, DE FIBRAS SINTETICAS, MANUFACTURADAS","Manufacturas de consumo"
"55051050","-- Acrílicas o modacrílicas","26721","DESPERDICIOS, DE FIBRAS SINTETICAS, MANUFACTURADAS","Manufacturas de consumo"
"55051070","-- De polipropileno","26721","DESPERDICIOS, DE FIBRAS SINTETICAS, MANUFACTURADAS","Manufacturas de consumo"
"55051090","-- Los demás","26721","DESPERDICIOS, DE FIBRAS SINTETICAS, MANUFACTURADAS","Manufacturas de consumo"
"55052000","- De fibras artificiales","26722","DESPERDICIOS, DE FIBRAS ARTIFICIALES, MANUFACTURADAS","Manufacturas de consumo"
"55060000","Fibras sintéticas discontinuas, cardadas, peinadas o transformadas de otro modo para la hilatura",,,
"55061000","- De nailon o demás poliamidas","26671","FIBRAS DE NILON U OTRAS POLIAMIDAS, PREPARADAS DE ALGUNA FORMA PARA EL HILADO","Manufacturas de consumo"
"55062000","- De poliésteres","26672","FIBRAS DE POLIESTERES,CARDADAS O PREPARADAS DE OTRA FORMA PARA EL HILADO","Manufacturas de consumo"
"55063000","- Acrílicas o modacrílicas","26673","FIBRAS ACRILICAS O MODACRILICAS, PREPARADAS DE ALGUNA FORMA PARA EL HILADO","Manufacturas de consumo"
"55064000","- De polipropileno","26679","FIBRAS SINTETICAS DISCONTINUAS, PREPARADAS PARA EL HILADO, N.E.P.","Manufacturas de consumo"
"55069000","- Las demás","26679","FIBRAS SINTETICAS DISCONTINUAS, PREPARADAS PARA EL HILADO, N.E.P.","Manufacturas de consumo"
"55070000","Fibras artificiales discontinuas, cardadas, peinadas o transformadas de otro modo para la hilatura","26713","FIBRAS ARTIFICIALES DISCONTINUAS, PREPARADAS DE ALGUNA FORMA PARA EL HILADO","Manufacturas de consumo"
"55080000","Hilo de coser de fibras sintéticas o artificiales, discontinuas, incluso acondicionado para la venta al por menor",,,
"55081000","- De fibras sintéticas discontinuas",,,
"55081010","-- Sin acondicionar para la venta al por menor","65143","HILO DE COSER DE FIBRAS DISCONTINUAS SINTETICAS.,PARA LA VENTA AL POR MENOR O NO","Manufacturas de consumo"
"55081090","-- Acondicionados para la venta al por menor","65143","HILO DE COSER DE FIBRAS DISCONTINUAS SINTETICAS.,PARA LA VENTA AL POR MENOR O NO","Manufacturas de consumo"
"55082000","- De fibras artificiales discontinuas",,,
"55082010","-- Sin acondicionar para la venta al por menor","65144","HILO DE COSER DE FIBRAS DISCONTINUAS ARTIFICIAL.,PARA LA VENTA AL POR MENOR O NO","Manufacturas de consumo"
"55082090","-- Acondicionados para la venta al por menor","65144","HILO DE COSER DE FIBRAS DISCONTINUAS ARTIFICIAL.,PARA LA VENTA AL POR MENOR O NO","Manufacturas de consumo"
"55090000","Hilados de fibras sintéticas discontinuas (excepto el hilo de coser) sin acondicionar para la venta al por menor",,,
"55091100","-- Sencillos","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55091200","-- Retorcidos o cableados","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55092100","-- Sencillos","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55092200","-- Retorcidos o cableados","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55093100","-- Sencillos","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55093200","-- Retorcidos o cableados","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55094100","-- Sencillos","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55094200","-- Retorcidos o cableados","65182","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.>=85% NO VENTA AL POR MENOR","Manufacturas de consumo"
"55095100","-- Mezclados exclusiva o principalmente con fibras artificiales discontinuas","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55095200","-- Mezclados exclusiva o principalmente con lana o pelo fino","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55095300","-- Mezclados exclusiva o principalmente con algodón","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55095900","-- Los demás","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55096100","-- Mezclados exclusiva o principalmente con lana o pelo fino","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55096200","-- Mezclados exclusiva o principalmente con algodón","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55096900","-- Los demás","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55099100","-- Mezclados exclusiva o principalmente con lana o pelo fino","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55099200","-- Mezclados exclusiva o principalmente con algodón","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55099900","-- Los demás","65184","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55100000","Hilados de fibras artificiales discontinuas (excepto el hilo de coser) sin acondicionar para la venta al por menor",,,
"55101100","-- Sencillos","65186","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS ARTIF.>=85%,NO VENTA POR MENOR","Manufacturas de consumo"
"55101200","-- Retorcidos o cableados","65186","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS ARTIF.>=85%,NO VENTA POR MENOR","Manufacturas de consumo"
"55102000","- Los demás hilados mezclados exclusiva o principalmente con lana o pelo fino","65187","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS ARTIF.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55103000","- Los demás hilados mezclados exclusiva o principalmente con algodón","65187","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS ARTIF.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55109000","- Los demás hilados","65187","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS ARTIF.<85%,NO VENTA AL POR MENOR","Manufacturas de consumo"
"55110000","Hilados de fibras sintéticas o artificiales, discontinuas (excepto el hilo de coser) acondicionados para la venta al por menor",,,
"55111000","- De fibras sintéticas discontinuas con un contenido de estas fibras superior o igual al 85 % en peso","65181","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINTE.>=85% PARA VENTA POR MENOR","Manufacturas de consumo"
"55112000","- De fibras sintéticas discontinuas con un contenido de estas fibras inferior al 85 % en peso","65183","HILADOS CON CONT.EN PESO DE FIBRAS DISCONTINUAS SINT.<85% PARA VENTA POR MENOR","Manufacturas de consumo"
"55113000","- De fibras artificiales discontinuas","65185","HILADOS DE FIBRAS DISCONTINUAS ARTIFICIALES, PARA LA VENTA AL POR MENOR","Manufacturas de consumo"
"55120000","Tejidos de fibras sintéticas discontinuas con un contenido de fibras sintéticas discontinuas superior o igual al 85 % en peso",,,
"55121100","-- Crudos o blanqueados","65321","TEJIDOS CON CONTENIDO EN PESO >=85% DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55121900","-- Los demás",,,
"55121910","--- Estampados","65321","TEJIDOS CON CONTENIDO EN PESO >=85% DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55121990","--- Los demás","65321","TEJIDOS CON CONTENIDO EN PESO >=85% DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55122100","-- Crudos o blanqueados","65325","TEJIDOS CON CONT.EN PESO >=85% DE FIBRAS ACRILICAS O MODACRILICAS DISCONTINUAS","Manufacturas de consumo"
"55122900","-- Los demás",,,
"55122910","--- Estampados","65325","TEJIDOS CON CONT.EN PESO >=85% DE FIBRAS ACRILICAS O MODACRILICAS DISCONTINUAS","Manufacturas de consumo"
"55122990","--- Los demás","65325","TEJIDOS CON CONT.EN PESO >=85% DE FIBRAS ACRILICAS O MODACRILICAS DISCONTINUAS","Manufacturas de consumo"
"55129100","-- Crudos o blanqueados","65329","TEJIDOS CON CONTENIDO EN PESO >=85% DE OTRAS FIBRAS SINTETICAS DISCONTINUAS","Manufacturas de consumo"
"55129900","-- Los demás",,,
"55129910","--- Estampados","65329","TEJIDOS CON CONTENIDO EN PESO >=85% DE OTRAS FIBRAS SINTETICAS DISCONTINUAS","Manufacturas de consumo"
"55129990","--- Los demás","65329","TEJIDOS CON CONTENIDO EN PESO >=85% DE OTRAS FIBRAS SINTETICAS DISCONTINUAS","Manufacturas de consumo"
"55130000","Tejidos de fibras sintéticas discontinuas con un contenido de estas fibras inferior al 85 % en peso, mezcladas exclusiva o principalmente con algodón, de peso inferior o igual a 170 g/m²",,,
"55131100","-- De fibras discontinuas de poliéster, de ligamento tafetán",,,
"55131120","--- De anchura inferior o igual a 165 cm","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55131190","--- De anchura superior a 165 cm","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55131200","-- De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55131300","-- Los demás tejidos de fibras discontinuas de poliéster","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55131900","-- Los demás tejidos","65332","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55132100","-- De fibras discontinuas de poliéster, de ligamento tafetán","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55132300","-- Los demás tejidos de fibras discontinuas de poliéster",,,
"55132310","--- De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55132390","--- Los demás","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55132900","-- Los demás tejidos","65332","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55133100","-- De fibras discontinuas de poliéster, de ligamento tafetán","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55133900","-- Los demás tejidos","65332","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55134100","-- De fibras discontinuas de poliéster, de ligamento tafetán","65331","TEJIDOS DEL GRUPO 653.3 DE PESO <=170 G/M¦,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55134900","-- Los demás tejidos","65332","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55140000","Tejidos de fibras sintéticas discontinuas con un contenido de estas fibras inferior al 85 % en peso, mezcladas exclusiva o principalmente con algodón, de peso superior a 170 g/m²",,,
"55141100","-- De fibras discontinuas de poliéster, de ligamento tafetán","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55141200","-- De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55141900","-- Los demás tejidos",,,
"55141910","--- De fibras discontinuas de poliéster","65334","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55141990","--- Los demás","65334","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55142100","-- De fibras discontinuas de poliéster, de ligamento tafetán","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55142200","-- De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55142300","-- Los demás tejidos de fibras discontinuas de poliéster","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55142900","-- Los demás tejidos","65334","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55143000","- Con hilados de distintos colores",,,
"55143010","-- De fibras discontinuas de poliéster, de ligamento tafetán","65335","HILADOS DE DIVERSOS COLORES  CON PESO QUE EXCEDA 170 G/M2","Manufacturas de consumo"
"55143030","-- De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","65335","HILADOS DE DIVERSOS COLORES  CON PESO QUE EXCEDA 170 G/M2","Manufacturas de consumo"
"55143050","-- Los demás tejidos de fibras discontinuas de poliéster","65335","HILADOS DE DIVERSOS COLORES  CON PESO QUE EXCEDA 170 G/M2","Manufacturas de consumo"
"55143090","-- Los demás tejidos","65335","HILADOS DE DIVERSOS COLORES  CON PESO QUE EXCEDA 170 G/M2","Manufacturas de consumo"
"55144100","-- De fibras discontinuas de poliéster, de ligamento tafetán","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55144200","-- De fibras discontinuas de poliéster, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55144300","-- Los demás tejidos de fibras discontinuas de poliéster","65333","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE FIBRAS DE POLIESTER DISCONTINUAS","Manufacturas de consumo"
"55144900","-- Los demás tejidos","65334","TEJIDOS DEL GRUPO 653.3 DE PESO >170 G/M2,DE OTRAS FIBRAS SINTETICAS DISCONTIN.","Manufacturas de consumo"
"55150000","Los demás tejidos de fibras sintéticas discontinuas",,,
"55151100","-- Mezcladas exclusiva o principalmente con fibras discontinuas de rayón viscosa",,,
"55151110","--- Crudos o blanqueados","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55151130","--- Estampados","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55151190","--- Los demás","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55151200","-- Mezcladas exclusiva o principalmente con filamentos sintéticos o artificiales",,,
"55151210","--- Crudos o blanqueados","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55151230","--- Estampados","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55151290","--- Los demás","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55151300","-- Mezcladas exclusiva o principalmente con lana o pelo fino",,,
"55151311","---- Crudos o blanqueados","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55151319","---- Los demás","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55151391","---- Crudos o blanqueados","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55151399","---- Los demás","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55151900","-- Los demás",,,
"55151910","--- Crudos o blanqueados","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55151930","--- Estampados","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55151990","--- Los demás","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55152100","-- Mezcladas exclusiva o principalmente con filamentos sintéticos o artificiales",,,
"55152110","--- Crudos o blanqueados","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55152130","--- Estampados","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55152190","--- Los demás","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55152200","-- Mezcladas exclusiva o principalmente con lana o pelo fino",,,
"55152211","---- Crudos o blanqueados","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55152219","---- Los demás","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55152291","---- Crudos o blanqueados","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55152299","---- Los demás","65341","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON LANA O PELOS FINOS DE ANIMAL","Manufacturas de consumo"
"55152900","-- Los demás","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55159100","-- Mezcladas exclusiva o principalmente con filamentos sintéticos o artificiales",,,
"55159110","--- Crudos o blanqueados","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55159130","--- Estampados","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55159190","--- Los demás","65342","TEJIDOS DEL GRUPO 653.4 MEZCLADOS CON FILAMENTOS MANUFACTURADOS","Manufacturas de consumo"
"55159900","-- Los demás",,,
"55159920","--- Crudos o blanqueados","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55159940","--- Estampados","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55159980","--- Los demás","65343","TEJIDOS GRUPO 653.4 MEZCLADOS CON FIBRAS DIF.DEL ALGODON,LANA,PELOS FINOS,ETC.","Manufacturas de consumo"
"55160000","Tejidos de fibras artificiales discontinuas",,,
"55161100","-- Crudos o blanqueados","65360","TEJIDOS CON CONTENIDO EN PESO DE FIBRAS DISCONTINUAS ARTIFICIALES >=85%","Manufacturas de consumo"
"55161200","-- Teñidos","65360","TEJIDOS CON CONTENIDO EN PESO DE FIBRAS DISCONTINUAS ARTIFICIALES >=85%","Manufacturas de consumo"
"55161300","-- Con hilados de distintos colores","65360","TEJIDOS CON CONTENIDO EN PESO DE FIBRAS DISCONTINUAS ARTIFICIALES >=85%","Manufacturas de consumo"
"55161400","-- Estampados","65360","TEJIDOS CON CONTENIDO EN PESO DE FIBRAS DISCONTINUAS ARTIFICIALES >=85%","Manufacturas de consumo"
"55162100","-- Crudos o blanqueados","65383","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON FILAM.CONTINUOS MANUF.","Manufacturas de consumo"
"55162200","-- Teñidos","65383","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON FILAM.CONTINUOS MANUF.","Manufacturas de consumo"
"55162300","-- Con hilados de distintos colores",,,
"55162310","--- Tejidos Jacquard de anchura superior o igual a 140 cm (cuti para colchones)","65383","TEJIDOS CON CONT.EN PESO DE FIBRAS ARTIF.DISCONT.<85% CON FILAM.CONTINUOS MANUF.","Manufacturas de consumo"
